,recipeID,ingredient_and_quantity,ingredient_gt
10912,835,1 1/2 tbsp honey,honey
10913,835,1 1/2 tsp chinese five spice,five spice
10914,835,1/2 tsp cayenne pepper,cayenne pepper
10915,835,100ml aspall organic cyder vinegar,vinegar
10916,835,1 tbsp tomato puree,tomato puree
10917,835,3 cloves of garlic,garlic
10918,835,pepper,pepper
10919,836,1 tsp cumin,cumin
10920,836,1 tsp fennel seeds,fennel seeds
10921,836,1/2 tsp cayenne pepper,cayenne pepper
10922,836,1 tsp dried oregano,oregano
10923,836,1 clove of garlic,garlic
10924,836,500g lamb mince,lamb mince
10925,836,bunch of parsley,parsley
10926,836,1 lemon,lemon
10927,836,400g yoghurt,yoghurt
10928,836,1 cucumber,cucumber
10929,836,1 red onion,onion
10930,836,4 pitta breads,pita bread
10931,836,salt,salt
10932,836,pepper,pepper
10933,837,1 vegetable stock cube,vegetable stock
10934,837,4 pumpkins,pumpkin
10935,837,1 brown onion,onion
10936,837,2 cloves of garlic,garlic
10937,837,400ml coconut milk,coconut milk
10938,837,bunch of coriander,coriander
10939,837,1 red chilli,chilli
10940,837,knob of ginger,ginger
10941,837,1 heaped tsp lemongrass puree,lemongrass puree
10942,837,olive oil,olive oil
10943,838,330g cherry tomatoes,cherry tomatoes
10944,838,500g spaghetti,spaghetti
10945,838,187ml pinot grigio,pinot grigio
10946,838,1 tsp chilli flakes,chilli
10947,838,2 cloves of garlic,garlic
10948,838,bunch of parsley,parsley
10949,838,2 large handfuls of fresh clams,clams
10950,838,olive oil,olive oil
10951,839,"750g of boneless, skinless chicken thighs",chicken thighs
10952,839,2 leeks,leeks
10953,839,1 brown onion,onion
10954,839,400g smoked bacon,bacon
10955,839,1 pint whole milk,milk
10956,839,bunch of tarragon,tarragon
10957,839,500g puff pastry,puff pastry
10958,839,2 heaped tbsp plain flour,flour
10959,839,1 egg,egg
10960,839,dijon mustard ,dijon mustard
10961,839,salt,salt
10962,839,pepper,pepper
10963,839,olive oil,olive oil
10964,840,bunch of spring onions,spring onions
10965,840,1 red chilli,chilli
10966,840,1 clove of garlic,garlic
10967,840,400g basmati rice,basmati rice
10968,840,250g pak choi,pak choi
10969,840,5 tbsp soy sauce,soy sauce
10970,840,bunch of coriander,coriander
10971,840,knob of ginger,ginger
10972,840,2 sea bass fillets,sea bass
10973,841,4 burger baps,burger buns
10974,841,1 tomato,tomato
10975,841,bunch of basil,basil
10976,841,2 tsp balsamic glaze,balsamic glaze
10977,841,5 tbsp mayonnaise,mayonnaise
10978,841,150g mozzarella,mozzarella
10979,841,190g chilli pesto,chilli pesto
10980,841,750g beef mince,beef mince
10981,841,pepper,pepper
10982,842,2 eggs,eggs
10983,842,150g butter,butter
10984,842,1 lemon,lemon
10985,842,200g plain flour,flour
10986,842,70g parmesan,parmesan
10987,842,250g ricotta,ricotta
10988,842,bunch of thyme,thyme
10989,842,bunch of sage,sage
10990,842,1 butternut squash,butternut squash
10991,842,salt,salt
10992,842,pepper,pepper
10993,842,olive oil,olive oil
10994,843,4 sirloin steaks,sirloin steak
10995,843,25g parmesan,parmesan
10996,843,1 1/2 tbsp sugar,sugar
10997,843,8 tbsp balsamic vinegar,balsamic vinegar
10998,843,handful of rosemary,rosemary
10999,843,6 cloves of garlic,garlic
11000,843,2 potatoes,potatoes
11001,843,100g rocket,rocket
11002,843,1 lemon,lemon
11003,843,salt,salt
11004,843,pepper,pepper
11005,843,olive oil,olive oil
11006,844,1 lime,lime
11007,844,1 lemon,lemon
11008,844,50g plain flour,flour
11009,844,900g peas,peas
11010,844,3 spring onions,spring onions
11011,844,100g breadcrumbs,breadcrumbs
11012,844,2 eggs,eggs
11013,844,bunch of mint,mint
11014,844,bunch of coriander,coriander
11015,844,1 red chilli,chilli
11016,844,2 tsp lemongrass,lemongrass
11017,844,2 heaped tbsp ginger,ginger
11018,844,2 tbsp soy sauce,soy sauce
11019,844,520g white fish fillets,fish
11020,844,3 sweet potatoes,potatoes
11021,844,salt,salt
11022,844,pepper,pepper
11023,844,olive oil,olive oil
11024,845,400g bulgur wheat,bulgur wheat
11025,845,4 chicken breasts,chicken breasts
11026,845,2 tbsp red pesto,pesto
11027,845,200g spinach,spinach
11028,845,250g mascarpone,mascarpone
11029,845,1 lemon,lemon
11030,845,5 tsp dried oregano,oregano
11031,845,1 chicken stock cube,chicken stock
11032,845,salt,salt
11033,845,pepper,pepper
11034,845,olive oil,olive oil
11035,846,1 clove of garlic,garlic
11036,846,1 vegetable stock cube,vegetable stock
11037,846,25g parmesan ,parmesan
11038,846,500g orzo,orzo
11039,846,bunch of basil,basil
11040,846,125g goat's cheese,goat cheese
11041,846,2 butternut squash,butternut squash
11042,846,salt,salt
11043,846,pepper,pepper
11044,846,olive oil,olive oil
11045,847,3 heaped tsp sugar,sugar
11046,847,bunch of basil,basil
11047,847,2 tsp lemongrass puree,lemongrass puree
11048,847,400g basmati rice,basmati rice
11049,847,1 red chilli,chilli
11050,847,1 brown onion,onion
11051,847,3 cloves of garlic,garlic
11052,847,1 1/2 tbsp fish sauce,fish sauce
11053,847,3 tbsp soy sauce,soy sauce
11054,847,500g ground chicken,chicken
11055,847,vegetable oil,vegetable oil
11056,848,400g straight to wok glass noodles,noodles
11057,848,1 chicken stock cube,chicken stock
11058,848,3 spring onions,spring onions
11059,848,500g pork mince,pork mince
11060,848,1 red chilli,chilli
11061,848,1 clove of garlic,garlic
11062,848,1 tbsp cornflour,cornflour
11063,848,1 heaped tbsp fish sauce,fish sauce
11064,848,bunch of mint,mint
11065,848,knob of ginger,ginger
11066,848,bunch of coriander,coriander
11067,848,3 tbsp soy sauce,soy sauce
11068,848,1 lime,lime
11069,848,pepper,pepper
11070,848,vegetable oil,vegetable oil
11071,849,150g portobello mushrooms,portobello mushrooms
11072,849,1 brown onion,onion
11073,849,1 carrot,carrot
11074,849,bunch of spring onions,spring onions
11075,849,125g shiitake mushrooms,shiitake mushrooms
11076,849,1 white cabbage,cabbage
11077,849,4 tbsp soy sauce,soy sauce
11078,849,2 tbsp mirin,mirin
11079,849,400g wok ready udon noodles,udon
11080,849,2 tbsp sesame oil,sesame oil
11081,849,2 tbsp vegetable oil,vegetable oil
11082,850,1 chicken,chicken
11083,850,2 bay leaves,bay leaves
11084,850,4 tsp smoked paprika,paprika
11085,850,3 tsp dried oregano,oregano
11086,850,2 red chillies,chillies
11087,850,1 1/2 tbsp red wine vinegar,wine vinegar
11088,850,2 lemons,lemon
11089,850,3 cloves of garlic,garlic
11090,850,1 red onion,onion
11091,850,2 red peppers,peppers
11092,850,400g black beans,beans
11093,850,400g basmati rice,basmati rice
11094,850,salt,salt
11095,850,pepper,pepper
11096,850,olive oil,olive oil
11097,851,4 pork chops,pork chops
11098,851,400g ramen noodles,ramen noodles
11099,851,1 garlic clove,garlic
11100,851,1 red chilli,chilli
11101,851,bunch of coriander,coriander
11102,851,5 spring onions,spring onions
11103,851,1 star anise,star anise
11104,851,3 tbsp soy sauce,soy sauce
11105,851,knob of ginger,ginger
11106,851,2 tbsp miso paste,miso paste
11107,852,bunch of mint ,mint
11108,852,100g pine nuts,pine nuts
11109,852,1 lemon,lemon
11110,852,200g kale,kale
11111,852,1 red onion,onion
11112,852,1 garlic clove,garlic
11113,852,3 tbsp tahini,tahini
11114,852,80g pomegranate seeds,pomegranate seeds
11115,852,1 large butternut squash,butternut squash
11116,852,225g halloumi,halloumi
11117,852,salt,salt
11118,852,pepper,pepper
11119,852,olive oil,olive oil
11120,853,1 lemon,lemon
11121,853,2 ciabatta rolls,ciabatta
11122,853,400g smoked streaky bacon,streaky bacon
11123,853,bunch of rosemary,rosemary
11124,853,bulb of garlic,garlic
11125,853,2 heaped tsp dijon mustard,dijon mustard
11126,853,6 anchovy fillets,anchovies
11127,853,1 romaine lettuce,romaine lettuce
11128,853,50g parmesan ,parmesan
11129,853,1 medium whole chicken,chicken
11130,853,salt,salt
11131,853,pepper,pepper
11132,853,4 tbsp olive oil,olive oil
11133,854,250g pak choi,pak choi
11134,854,1 heaped tbsp clear honey,honey
11135,854,5 spring onions,spring onions
11136,854,1 red chilli,chilli
11137,854,1 lime,lime
11138,854,handful of salted peanuts,peanuts
11139,854,bunch of coriander,coriander
11140,854,2 cloves of garlic,garlic
11141,854,2 heaped tbsp crunchy peanut butter,peanut butter
11142,854,2 tbsp soy sauce,soy sauce
11143,854,large knob of ginger,ginger
11144,854,1 vegetable stock cube,vegetable stock
11145,854,400g wok ready rice noodles,rice noodles
11146,854,vegetable oil,vegetable oil
11147,855,560g tofu ,tofu
11148,855,knob of ginger,ginger
11149,855,1 tsp sesame oil,sesame oil
11150,855,50g cornflour,cornflour
11151,855,5 tbsp soy sauce,soy sauce
11152,855,3 spring onions,spring onions
11153,855,400g basmati rice,basmati rice
11154,855,1 red chilli,chilli
11155,855,1 clove of garlic,garlic
11156,855,vegetable oil,vegetable oil
11157,856,560g tofu,tofu
11158,856,large handful of garden peas,garden peas
11159,856,2 cloves of garlic,garlic
11160,856,330g cauli couscous,couscous
11161,856,bunch of coriander,coriander
11162,856,2 brown onions,onions
11163,856,1 sweet potato,potato
11164,856,1 vegetable stock cube,vegetable stock
11165,856,400ml coconut milk,coconut milk
11166,856,2 tbsp medium curry paste,curry paste
11167,856,salt,salt
11168,856,pepper,pepper
11169,856,olive oil,olive oil
11170,857,800g pork belly,pork belly
11171,857,500g plain yogurt,yogurt
11172,857,1 cucumber,cucumber
11173,857,bunch of mint,mint
11174,857,2 red onions,onions
11175,857,bunch of parsley,parsley
11176,857,2 lemons,lemon
11177,857,4 vine tomatoes,tomatoes
11178,857,4 heaped tsp za’atar seasoning,za'atar
11179,857,4 pittas,pita bread
11180,857,1 clove of garlic,garlic
11181,857,salt,salt
11182,857,pepper,pepper
11183,857,olive oil,olive oil
11184,858,2 carrots,carrots
11185,858,1 brown onion,onion
11186,858,3 cloves of garlic,garlic
11187,858,knob of ginger,ginger
11188,858,8 eggs,eggs
11189,858,1 red chilli,chilli
11190,858,bunch of coriander,coriander
11191,858,440g basmati rice,basmati rice
11192,858,190g nasi goreng paste,nasi goreng paste
11193,858,250g pak choi,pak choi
11194,858,2 spring onions ,spring onions
11195,858,vegetable oil,vegetable oil
11196,859,1 onion,onion
11197,859,bunch of asparagus,asparagus
11198,859,2 large handfuls of frozen peas,peas
11199,859,knob of salted butter,butter
11200,859,bunch of parsley,parsley
11201,859,bunch of mint,mint
11202,859,200g parmesan,parmesan
11203,859,2 large handfuls of frozen broad beans,broad beans
11204,859,1 1/2 vegetable stock cubes,vegetable stock
11205,859,2 cloves of garlic,garlic
11206,859,440g arborio rice,rice
11207,859,salt,salt
11208,859,pepper,pepper
11209,859,olive oil,olive oil
11210,860,400g chopped tomatoes ,tomatoes
11211,860,bunch of parsley,parsley
11212,860,2 brown onions,onions
11213,860,2 cloves of garlic,garlic
11214,860,1 egg,egg
11215,860,200g feta,feta
11216,860,250g ricotta,ricotta
11217,860,1 lemon,lemon
11218,860,1 tsp cinnamon,cinnamon
11219,860,500g lamb mince,lamb mince
11220,860,2 aubergines,aubergines
11221,860,2 tsp dried oregano,oregano
11222,860,salt,salt
11223,860,pepper,pepper
11224,860,olive oil,olive oil
11225,861,500g beef mince,beef mince
11226,861,500g pork mince,pork mince
11227,861,2 tsp ground fennel seeds,fennel seeds
11228,861,120g fresh white bread ,bread
11229,861,1 pint of milk,milk
11230,861,1 brown onion,onion
11231,861,4 cloves of garlic,garlic
11232,861,500g passata,passata
11233,861,150g mozzarella,mozzarella
11234,861,3 eggs,eggs
11235,861,1 large loaf of ciabatta,ciabatta
11236,861,bunch of parsley,parsley
11237,861,salt,salt
11238,861,pepper,pepper
11239,861,vegetable oil,vegetable oil
11240,862,1 tsp chilli flakes,chilli
11241,862,10 eggs,eggs
11242,862,1 lime,lime
11243,862,bunch of coriander,coriander
11244,862,knob of ginger,ginger
11245,862,2 avocados,avocado
11246,862,1 tbsp soy sauce,soy sauce
11247,862,1 tbsp sesame oil,sesame oil
11248,862,6 beetroots,beets
11249,862,salt,salt
11250,862,pepper,pepper
11251,862,olive oil,olive oil
11252,863,400g basmati rice,basmati rice
11253,863,2 green chillies,chillies
11254,863,2 brown onions,onions
11255,863,2 cloves of garlic,garlic
11256,863,knob of ginger,ginger
11257,863,800g chopped tomatoes ,tomatoes
11258,863,"8 boneless, skinless chicken thighs",chicken thighs
11259,863,2 1/2 tsp garam masala,garam masala
11260,863,2 tsp ground coriander,coriander
11261,863,2 tsp cumin,cumin
11262,863,1 tsp turmeric,turmeric
11263,863,salt,salt
11264,863,pepper,pepper
11265,863,olive oil,olive oil
11266,864,bunch of asparagus,asparagus
11267,864,1 lemon,lemon
11268,864,bunch of basil,basil
11269,864,bunch of mint,mint
11270,864,300g mozzarella,mozzarella
11271,864,3 courgettes,zucchini
11272,864,2 aubergines,aubergines
11273,864,2 fennels,fennel
11274,864,salt,salt
11275,864,pepper,pepper
11276,864,olive oil,olive oil
11277,865,4 bread rolls,bread
11278,865,3 1/2 tbsp sherry vinegar,sherry vinegar
11279,865,1 1/2 cloves of garlic,garlic
11280,865,3 spring onions,spring onions
11281,865,2 peppers ,peppers
11282,865,1 cucumber,cucumber
11283,865,14 plum tomatoes,tomatoes
11284,865,salt,salt
11285,865,pepper,pepper
11286,865,olive oil,olive oil
11287,866,4 bananas,bananas
11288,866,8 scoops vanilla ice cream,vanilla ice cream
11289,866,4 tbsp maple syrup,maple syrup
11290,867,bunch of coriander,coriander
11291,867,4 red chillies ,chillies
11292,867,3 tbsp soy sauce,soy sauce
11293,867,1 tsp sesame oil,sesame oil
11294,867,1 clove of garlic,garlic
11295,867,2 limes,lime
11296,867,large knob of ginger,ginger
11297,867,4 whole mackerels,mackerel
11298,867,olive oil,olive oil
11299,868,5 frozen cod fillets ,cod
11300,868,1/2 bottle of mayonnaise,mayonnaise
11301,868,5 shallots,shallots
11302,868,2 cloves of garlic,garlic
11303,868,4 brioche rolls,brioche
11304,868,bunch of parsley,parsley
11305,868,1 lemon,lemon
11306,868,handful of coriander,coriander
11307,868,165g raw king prawns,king prawns
11308,868,salt,salt
11309,868,pepper,pepper
11310,868,olive oil,olive oil
11311,869,1 cucumber,cucumber
11312,869,1 clove of garlic,garlic
11313,869,bunch of mint,mint
11314,869,1 lemon,lemon
11315,869,1 pot of yoghurt,yoghurt
11316,869,handful of pomegranate seeds,pomegranate seeds
11317,869,4 pittas,pita bread
11318,869,2 heaped tsp garam masala,garam masala
11319,869,2 heaped tsp cayenne pepper,cayenne pepper
11320,869,400g chickpeas,chickpeas
11321,869,1 red onion,onion
11322,869,3 courgettes,zucchini
11323,869,2 peppers ,peppers
11324,869,1 cauliflower,cauliflower
11325,869,salt,salt
11326,869,pepper,pepper
11327,869,olive oil,olive oil
11328,870,1 cucumber,cucumber
11329,870,1 lime,lime
11330,870,2 tbsp white wine vinegar,wine vinegar
11331,870,bunch of coriander,coriander
11332,870,4 radishes,radishes
11333,870,3 carrots,carrots
11334,870,1 white baguette,baguette
11335,870,4 tbsp sriracha mayo,sriracha mayo
11336,870,1 tbsp ginger,ginger
11337,870,2 tbsp honey,honey
11338,870,2 tbsp soy sauce,soy sauce
11339,870,4 pork loin steaks,pork loin steaks
11340,870,salt,salt
11341,870,pepper,pepper
11342,870,olive oil,olive oil
11343,871,4 sweet potatoes,potatoes
11344,871,11 eggs,eggs
11345,871,2 large avocados,avocado
11346,871,bunch of parsley,parsley
11347,871,1 tsp chilli flakes,chilli
11348,871,1 lemon,lemon
11349,871,bunch of chives,chives
11350,871,bunch of spring onions,spring onions
11351,871,salt,salt
11352,871,pepper,pepper
11353,871,olive oil,olive oil
11354,872,250g cannelloni tubes,cannelloni
11355,872,3 cloves of garlic,garlic
11356,872,100g italian style hard cheese,cheese
11357,872,300g mozzarella,mozzarella
11358,872,400g spinach,spinach
11359,872,bunch of basil,basil
11360,872,250g ricotta,ricotta
11361,872,800g chopped tomatoes ,tomatoes
11362,872,1 lemon,lemon
11363,872,3 tbsp balsamic vinegar,balsamic vinegar
11364,872,salt,salt
11365,872,pepper,pepper
11366,872,olive oil,olive oil
11367,873,2 large avocados,avocado
11368,873,2 peppers ,peppers
11369,873,1 brown onion,onion
11370,873,4 tomatoes,tomatoes
11371,873,400g black beans,beans
11372,873,3 tsp smoked paprika,paprika
11373,873,1 lime,lime
11374,873,bunch of coriander,coriander
11375,873,2 corn on the cobs,corncobs
11376,873,450g cheddar,cheddar
11377,873,8 white tortilla wraps,wraps
11378,873,salt,salt
11379,873,pepper,pepper
11380,873,olive oil,olive oil
11381,874,1 tsp chilli flakes,chilli
11382,874,100g parmesan,parmesan
11383,874,300g mozzarella ,mozzarella
11384,874,800g chopped tomatoes ,tomatoes
11385,874,200g spinach,spinach
11386,874,bunch of basil,basil
11387,874,2 cloves of garlic,garlic
11388,874,1 chorizo ring,chorizo
11389,874,800g gnocchi,gnocchi
11390,875,6 courgettes,zucchini
11391,875,1 chicken,chicken
11392,875,1 lettuce,lettuce
11393,875,large knob of ginger,ginger
11394,875,1 red chilli,chilli
11395,875,5 tbsp soy sauce,soy sauce
11396,875,bunch of coriander,coriander
11397,875,1 lime,lime
11398,875,large handful of sesame seeds,sesame seeds
11399,875,1 cucumber,cucumber
11400,875,salt,salt
11401,875,pepper,pepper
11402,875,4 tbsp olive oil,olive oil
11403,876,275g smoked streaky bacon,streaky bacon
11404,876,bunch of asparagus,asparagus
11405,876,8 eggs,eggs
11406,876,30g parmesan,parmesan
