recipeID,ingredient_and_quantity,ingredient_gt
717,1 red chilli,chilli
717,125g spinach,spinach
717,handful of basil,basil
717,8 eggs,eggs
717,50ml whole milk,milk
717,300g mozzarella,mozzarella
717,balsamic glaze,balsamic glaze
717,salt,salt
717,pepper,pepper
717,olive oil,olive oil
718,4 eggs,eggs
718,100g parmesan,parmesan
718,500g orzo,orzo
718,300g smoked streaky bacon,streaky bacon
718,1 clove of garlic,garlic
718,2 tsp chilli flakes,chilli
718,pepper,pepper
719,400g spaghetti,spaghetti
719,2 cloves of garlic,garlic
719,2 tbsp balsamic glaze,balsamic glaze
719,bunch of basil,basil
719,1 lemon,lemon
719,500g passata,passata
719,1 tsp chilli flakes,chilli
719,400g plant based mince,minced meat
719,salt,salt
719,pepper,pepper
719,olive oil,olive oil
720,500g pearl barley,pearl barley
720,1 cucumber,cucumber
720,2 red peppers,peppers
720,1 vegetable stock cube,vegetable stock
720,150g cherry tomatoes,cherry tomatoes
720,1 red chilli,chilli
720,2 avocados,avocado
720,400g fresh mango chunks,mango
720,150g pomegranate seeds,pomegranate seeds
720,bunch of basil,basil
720,bunch of mint,mint
720,bunch of coriander,coriander
720,3 tbsp soy sauce,soy sauce
720,1 lime,lime
720,3 tbsp red wine vinegar,wine vinegar
720,salt,salt
720,pepper,pepper
720,4 tbsp olive oil,olive oil
721,2 tbsp butter,butter
721,8 chicken thighs (skin on),chicken thighs
721,3 cloves of garlic,garlic
721,6 tbsp teriyaki marinade,teriyaki marinade
721,2 tbsp sriracha,sriracha
721,2 tbsp honey,honey
721,500g rice,rice
721,handful of sesame seeds,sesame seeds
721,4 spring onions,spring onions
721,3 tbsp water,water
721,olive oil,olive oil
722,bunch of basil,basil
722,200g cheddar,cheddar
722,250g self-raising flour,self-raising flour
722,1 1/2 tsp baking soda,soda
722,150ml whole milk,milk
722,2 tsp oregano,oregano
722,1 tsp chilli flakes,chilli
722,2 celery sticks,celery
722,3 courgettes,zucchini
722,"3 peppers (red, orange or yellow)",peppers
722,1 aubergine,aubergine
722,2 brown onions,onions
722,2 cloves of garlic,garlic
722,1 vegetable stock cube,vegetable stock
722,800g chopped tomatoes (2 tins),tomatoes
722,salt,salt
722,pepper,pepper
723,1 large cauliflower,cauliflower
723,1 large broccoli,broccoli
723,80g plain flour,flour
723,1 chorizo ring,chorizo
723,700ml whole milk,milk
723,bunch of rosemary,rosemary
723,2 cloves of garlic,garlic
723,250g cheddar,cheddar
723,100g parmesan,parmesan
723,100g breadcrumbs,breadcrumbs
723,mixed salad (to serve),salad
724,4 large maris piper potatoes,potatoes
724,bunch of parsley,parsley
724,10 eggs,eggs
724,2 tbsp self raising flour,self raising flour
724,1 chorizo ring,chorizo
724,1 onion,onion
724,3 red peppers,peppers
724,75g slivered almonds,almonds
724,3 tbsp red wine vinegar,wine vinegar
724,1 tsp smoked paprika,paprika
724,3 tbsp olive oil,olive oil
725,2 cloves of garlic,garlic
725,"8 skinless, boneless chicken thighs",chicken thighs
725,400g cornflour,cornflour
725,3 eggs,eggs
725,2 1/2 tbsp marmite,marmite
725,6 tbsp rice wine vinegar,seasoned rice wine vinegar
725,5 tbsp soy sauce,soy sauce
725,3 1/2 tbsp honey,honey
725,400g basmati rice,basmati rice
725,spring onions (to garnish),spring onions
725,vegetable oil (enough for frying),vegetable oil
726,4 pork steaks,pork steaks
726,300g breadcrumbs,breadcrumbs
726,400g plain flour,flour
726,2 eggs,eggs
726,400g basmati rice,basmati rice
726,1 red cabbage,cabbage
726,1 white cabbage,cabbage
726,130g ketchup,ketchup
726,4 1/2 tbsp rice wine vinegar,seasoned rice wine vinegar
726,2 1/2 tbsp honey,honey
726,2 tbsp soy sauce,soy sauce
726,3 tbsp worcestershire sauce,worcestershire sauce
726,1 clove of garlic,garlic
726,knob of ginger,ginger
726,salt,salt
726,pepper,pepper
726,olive oil,olive oil
727,200ml single cream,single cream
727,8 sausages,sausages
727,180g curly kale,kale
727,1 clove of garlic,garlic
727,1 tsp chilli flakes,chilli
727,175ml white wine,wine
727,400g taleggio,taleggio
727,handful of parsley,parsley
727,1 lemon,lemon
727,500g conchiglie pasta,conchiglie
727,pepper,pepper
728,400g egg noodles,egg noodles
728,100g mangetout,mangetout
728,3 cloves of garlic,garlic
728,2 peppers,peppers
728,4 spring onions,spring onions
728,1 carrot,carrot
728,500g skinless chicken breast,chicken breast
728,3 tbsp rice wine vinegar,seasoned rice wine vinegar
728,9 tbsp cornflour,cornflour
728,2 eggs,eggs
728,3 tbsp oyster sauce,oyster sauce
728,5 tbsp soy sauce,soy sauce
728,1 tbsp sugar,sugar
729,2 large sweet potatoes,potatoes
729,2 sachets of miso paste,miso paste
729,1 clove of garlic,garlic
729,1 small red cabbage,cabbage
729,1 cucumber,cucumber
729,bunch of coriander,coriander
729,200g kale,kale
729,1 pack of radishes,radishes
729,2 avocados,avocado
729,4 tbsp tahini paste,tahini paste
729,1 lemon,lemon
729,500g quinoa,quinoa
730,1 onion,onion
730,2 carrots,carrots
730,2 celery sticks,celery
730,4 cloves of garlic,garlic
730,400g beef shin pieces,beef shank
730,200g pancetta,pancetta
730,3 bay leaves,bay leaves
730,800g whole plum tomatoes (2 tins),tomatoes
730,187ml red wine,wine
730,1 tbsp marmite,marmite
730,250g ricotta,ricotta
730,250g mascarpone,mascarpone
730,150ml whole milk,milk
730,1 tsp nutmeg,nutmeg
730,100g parmesan,parmesan
730,9 lasagne sheets,lasagne sheets
730,salt,salt
730,pepper,pepper
730,olive oil,olive oil
731,2 cauliflowers,cauliflower
731,1/2 tsp cinnamon,cinnamon
731,1 tsp turmeric,turmeric
731,2 tsp ground coriander,coriander
731,2 tsp chilli powder,chilli powder
731,1 cucumber,cucumber
731,6 tomatoes,tomatoes
731,2 red onions,onions
731,bunch of mint,mint
731,bunch of coriander,coriander
731,1 lemon,lemon
731,4 pittas,pita bread
731,10 tbsp unsweetened yoghurt (or dairy-free yoghurt alternative),yoghurt
732,250g ribbon rice noodles,ribbon rice noodles
732,1 leek,leek
732,1 red onion,onion
732,200g firm tofu,tofu
732,2 spring onions,spring onions
732,2 handfuls of bean sprouts,mung bean sprouts
732,knob of ginger,ginger
732,2 garlic cloves,garlic
732,1 fresh chilli,chilli
732,1 tsp dried chilli flakes,chilli
732,1 small handful of coriander leaves,coriander
732,1 small handful of mint,mint
732,100ml amai sauce,amai sauce
732,1 small handful of peanuts,peanuts
732,2 lime segments,lime wedges
732,1 tbsp fried shallots,shallots
732,1 tbsp malt vinegar,malt vinegar
732,3 tbsp sugar,sugar
732,1 tbsp light soy sauce,soy sauce
732,1 tbsp dark soy sauce,dark soy sauce
732,1 tbsp tomato ketchup,tomato ketchup
732,2 tbsps tamarind paste,tamarind paste
732,salt,salt
732,3 tbsp vegetable oil,vegetable oil
733,1kg pork shoulder,pork shoulder
733,4 tbsp soft light brown sugar,sugar
733,1 tbsp smoked paprika,paprika
733,500ml apple cider,apple cider
733,200ml ketchup,ketchup
733,75ml apple cider vinegar (plus 2 tbsp),apple cider vinegar
733,3 tbsp soy sauce,soy sauce
733,few drops of tabasco,tabasco
733,1 red onion,onion
733,1 small white cabbage,cabbage
733,2 carrots,carrots
733,6 tbsp mayonnaise,mayonnaise
733,gherkins,gherkins
733,4 brioche burger buns,brioche buns
733,salt,salt
733,pepper,pepper
734,4 skin on chicken legs (or 8 drumsticks and thighs),chicken legs or drumsticks and thighs
734,1 1/2 tbsp fine sea salt,fine sea salt
734,4 tsp smoked paprika,paprika
734,4 tsp garlic powder/granules,garlic powder or granulated garlic
734,4 tsp dried oregano,oregano
734,4 tsp onion powder/granules,onion powder
734,200g plain flour,flour
734,2 tbsp cornflour,cornflour
734,280ml buttermilk,buttermilk
734,1 egg,egg
734,salt,salt
734,vegetable oil for frying,vegetable oil
735,2 fennel bulbs,fennel
735,4 cloves of garlic,garlic
735,400g rigatoni,rigatoni
735,100g ‘nduja paste,‘nduja paste
735,175ml white wine,wine
735,4 tbsp crème fraîche,creme fraiche
735,2 tbsp capers,capers
735,50g parmesan,parmesan
735,salt,salt
735,pepper,pepper
735,olive oil,olive oil
736,600ml vegetable stock,vegetable stock
736,12 vine tomatoes,vine tomatoes
736,400ml coconut milk,coconut milk
736,knob of ginger,ginger
736,5 cloves of garlic,garlic
736,2 red onions,onions
736,1 red chilli,chilli
736,bunch of coriander,coriander
736,loaf of sourdough,sourdough
736,1 tbsp white wine vinegar,wine vinegar
736,salt,salt
736,pepper,pepper
736,olive oil,olive oil
737,800g gnocchi,gnocchi
737,100g walnuts,walnuts
737,bunch of basil,basil
737,bunch of chives,chives
737,bunch of mint,mint
737,1 tbsp red wine vinegar,wine vinegar
737,500g cherry tomatoes,cherry tomatoes
737,1 clove of garlic,garlic
737,handful of chilli flakes,chilli
737,salt,salt
737,pepper,pepper
737,olive oil,olive oil
738,150g coconut cream,coconut cream
738,3 aubergines,aubergines
738,2 tsp cumin,cumin
738,1 tsp turmeric,turmeric
738,2 tsp ground coriander,coriander
738,2 tsp chilli powder,chilli powder
738,1 garlic clove,garlic
738,2 brown onions,onions
738,knob of ginger,ginger
738,400g basmati rice,basmati rice
738,800ml passata,passata
738,1 heaped tbsp tomato purée,tomato puree
738,salt,salt
738,pepper,pepper
738,olive oil,olive oil
739,2 tbsp capers,capers
739,bunch of parsley,parsley
739,7 anchovies,anchovies
739,large handful of kalamata olives,kalamata olives
739,800g plum tomatoes (2 tins),tomatoes
739,1 tsp chilli flakes,chilli
739,5 garlic cloves,garlic
739,500g spaghetti,spaghetti
739,salt,salt
739,pepper,pepper
739,olive oil,olive oil
740,2 sheets of puff pastry,puff pastry
740,400g leftover turkey meat,turkey meat
740,4 leeks,leeks
740,bunch of tarragon,tarragon
740,100ml double cream,double cream
740,300g smoked bacon,bacon
740,4 tbsp plain flour,flour
740,1 pint whole milk,milk
740,2 egg yolks,egg
740,salt,salt
740,pepper,pepper
740,olive oil,olive oil
741,1kg maris piper potatoes,potatoes
741,4 tbsp goose fat,goose fat
741,1 garlic bulb,garlic
741,bunch of thyme,thyme
741,bunch of rosemary,rosemary
741,salt,salt
741,pepper,pepper
742,turkey leftovers,turkey leftovers
742,70g porcini mushrooms,porcini mushrooms
742,250g chestnut mushrooms,chestnut mushrooms
742,knob of butter,butter
742,1 onion,onion
742,2 cloves of garlic,garlic
742,500g risotto rice,risotto rice
742,400g parmesan,parmesan
742,handful of parsley,parsley
742,salt,salt
742,pepper,pepper
742,olive oil,olive oil
743,60g grated cheddar,cheddar
743,400g sausages,sausages
743,1 bay leaf,bay leaf
743,7 sage leaves,sage leaves
743,1 apple,apple
743,150g cranberry sauce,cranberry sauce
743,2 onions,onions
743,375g ready rolled puff pastry,puff pastry
743,1 egg,egg
743,50g fresh breadcrumbs,breadcrumbs
743,handful of sesame seeds,sesame seeds
743,salt,salt
743,pepper,pepper
743,olive oil,olive oil
744,1 onion,onion
744,3 cloves of garlic,garlic
744,2 carrots,carrots
744,2 sticks of celery,celery
744,2 tsp dried oregano,oregano
744,300g red lentils,lentils
744,150g walnuts,walnuts
744,1 bay leaf,bay leaf
744,bunch of parsley,parsley
744,bunch of basil,basil
744,800g tinned tomatoes,tomatoes
744,1 lemon,lemon
744,400g wholewheat spaghetti,spaghetti
744,salt,salt
744,pepper,pepper
744,olive oil,olive oil
745,200g grana padano,grana padano
745,500g arborio rice,rice
745,2 brown onions,onions
745,2 cloves of garlic,garlic
745,2 vegetable stock cubes,vegetable stock
745,50g butter,butter
745,187ml white wine,wine
745,salt,salt
745,pepper,pepper
745,olive oil,olive oil
746,2 star anise,star anise
746,1 tsp coriander seeds,coriander seeds
746,1 cinnamon sticks,cinnamon
746,1 large knob of ginger,ginger
746,1 vegetable stock cube,vegetable stock
746,200g vermicelli rice noodles,rice vermicelli
746,300g shiitake mushrooms,shiitake mushrooms
746,handful of basil,basil
746,handful of coriander,coriander
746,3 spring onions,spring onions
746,1 red chilli,chilli
746,560g tofu (we use tofoo),tofu
746,5 tbsp of soy sauce,soy sauce
747,1 butternut squash,butternut squash
747,2 cloves of garlic,garlic
747,1 large knob of ginger,ginger
747,3 spring onions,spring onions
747,6 skinless boneless chicken thighs,chicken thighs
747,400g rice,rice
747,handful of peanuts,peanuts
747,1 red chilli,chilli
747,2 peppers,peppers
747,1 tbsp peanut butter,peanut butter
747,400ml coconut milk,coconut milk
747,handful of coriander,coriander
747,1 lemon,lemon
747,salt,salt
747,pepper,pepper
747,olive oil,olive oil
748,500g macaroni,macaroni
748,200ml oat milk,oat milk
748,4 tbsp vegan butter,butter
748,4 cloves of garlic,garlic
748,1 butternut squash,butternut squash
748,1 tsp fresh sage,sage
748,1 tsp fresh rosemary,rosemary
748,2 tbsp plain flour,flour
748,1 tsp smoked paprika,paprika
748,100g breadcrumbs,breadcrumbs
748,6 tbsp nutritional yeast,nutritional yeast
748,1 tsp marmite,marmite
748,1 tsp dijon mustard,dijon mustard
748,salt,salt
748,pepper,pepper
749,50g parmesan,parmesan
749,300g mozzarella,mozzarella
749,900g cherry tomatoes,cherry tomatoes
749,200g spinach,spinach
749,bunch of basil,basil
749,2 cloves of garlic,garlic
749,400g smoked bacon lardons,bacon lardons
749,500g gnocchi,gnocchi
749,salt,salt
749,pepper,pepper
749,olive oil,olive oil
750,4 chicken thighs (skins on),chicken thighs
750,2 cloves of garlic,garlic
750,1 lemon,lemon
750,pinch of herbes de provence,herbes de provence
750,400g chestnut mushrooms,chestnut mushrooms
750,200g wild mushrooms,wild mushrooms
750,200g mascarpone,mascarpone
750,bunch of rosemary,rosemary
750,bunch of parsley,parsley
750,bunch of thyme,thyme
750,400g pearl barley,pearl barley
750,1 chicken stock cube,chicken stock
750,salt,salt
750,pepper,pepper
750,olive oil,olive oil
751,3 aubergines,aubergines
751,2 tbsp capers,capers
751,2 tbsp pitted kalamata olives,pitted kalamata olives
751,1 red onion,onion
751,bunch of parsley,parsley
751,450g mozzarella,mozzarella
751,70g parmesan,parmesan
751,3 tbsp plain flour,flour
751,4 tbsp red wine vinegar,wine vinegar
751,1200g plum tinned tomatoes,tomatoes
752,1 - 1.25kg pork shoulder,pork shoulder
752,1 onion,onion
752,2 carrots,carrots
752,2 celery sticks,celery
752,3 cloves of garlic,garlic
752,1 parmesan rind (plus extra for garnish),parmesan
752,187ml red wine,wine
752,800g peeled whole tomatoes (2 tins),tomatoes
752,3 bay leaves,bay leaves
752,500g spaghetti,spaghetti
752,bunch of basil,basil
752,salt,salt
752,olive oil,olive oil
753,1 pumpkin,pumpkin
753,250g unsweetened yoghurt,yoghurt
753,bunch of basil,basil
753,100g pumpkin seeds,pumpkin seeds
753,500g wholewheat pasta,pasta
753,3 leeks,leeks
753,5 cloves of garlic,garlic
753,salt,salt
753,pepper,pepper
753,olive oil,olive oil
754,100g cheddar cheese,cheddar cheese
754,400g sausages,sausages
754,few sprigs of thyme,thyme
754,1 tbsp english mustard,mustard
754,4 tbsp red onion chutney,onion chutney
754,375g ready rolled puff pastry,puff pastry
754,1 egg,egg
754,handful of sesame seeds,sesame seeds
755,560g tofu (we use tofoo),tofu
755,bunch of mint,mint
755,100g pomegranate seeds,pomegranate seeds
755,400g basmati rice,basmati rice
755,5 tbsp rice wine vinegar,seasoned rice wine vinegar
755,12 tbsp soy sauce,soy sauce
755,1 1/2 tbsp agave nectar,agave nectar
755,50g cornflour,cornflour
755,knob of ginger,ginger
756,4 chicken breasts,chicken breasts
756,800g chopped tinned tomatoes,tomatoes
756,bunch of basil,basil
756,25g plain flour,flour
756,3 eggs,eggs
756,500g linguine,linguine
756,200g garlic croutons,seasoned croutons
756,1 tbsp oregano,oregano
756,1 clove of garlic,garlic
756,olive oil,olive oil
757,4 spring onions,spring onions
757,knob of ginger,ginger
757,1 red chilli,chilli
757,2 carrots,carrots
757,3 cloves of garlic,garlic
757,8 boneless chicken thigh fillets,chicken thigh
757,300g cooked rice,rice
757,200g frozen peas,peas
757,4 eggs,eggs
757,2 tsp soy sauce,soy sauce
757,salt,salt
757,pepper,pepper
757,olive oil,olive oil
758,8 crumpets,crumpets
758,6 eggs,eggs
758,2 avocados,avocado
758,4 spring onion,spring onion
758,1 lime,lime
758,bunch of coriander,coriander
758,1 red chilli,chilli
758,hot sauce (to serve),sauce
758,parmesan (to serve),parmesan
759,1 small red onion,onion
759,2 mixed chillies (red and green),chillies
759,675g halloumi,halloumi
759,5 tbsp plain flour,flour
759,1 tbsp turmeric,turmeric
759,1 tbsp cumin seeds,cumin seeds
759,1 tbsp coriander seeds,coriander seeds
759,150g natural yoghurt,yoghurt
759,small bunch of mint,mint
759,small bunch of coriander,coriander
759,1 clove of garlic,garlic
759,1 lemon (juice),lemon
759,2 dollops mango chutney,mango chutney
759,salt,salt
759,pepper,pepper
759,olive oil,olive oil
760,1 butternut squash,butternut squash
760,2 red onions,onions
760,4 cloves of garlic,garlic
760,2 tbsp harissa paste,harissa paste
760,2 tsp ground cumin,cumin
760,800g chopped tomatoes (2 tins),tomatoes
760,400g chickpeas,chickpeas
760,400g kidney beans,kidney beans
